STK_CODE,STK_NAME,STK_LIST,STK_100PC,FORE_SELL,FORE_BUY
DAYA,Duta Intidaya Tbk.,2420547025,2420547025,0,0
DEAL,Dewata Freightinternational Tbk.,1124748008,1124748008,257100,1271100
DEFI,Danasupra Erapacific Tbk.,676000000,676000000,0,0
DEWA,Darma Henwa Tbk,21853733792,21853733792,0,0
DFAM,Dafam Property Indonesia Tbk.,1899582490,1899582490,0,230800
DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,5541165000,0,0
DIGI,Arkadia Digital Media Tbk.,325000000,325000000,0,0
DILD,Intiland Development Tbk.,10365854185,10365854185,513400,0
DIVA,Distribusi Voucher Nusantara Tbk.,714285700,714285700,9200,0
DKFT,Central Omega Resources Tbk.,5638246600,5638246600,3400,0
DLTA,Delta Djakarta Tbk.,800659050,800659050,0,0
DMAS,Puradelta Lestari Tbk.,48198111100,48198111100,8616000,7169600
DMMX,Digital Mediatama Maxima Tbk.,7692307700,7692307700,2707900,600500
DNAR,Bank Oke Indonesia Tbk.,8787562275,8787562275,0,0
DNET,Indoritel Makmur Internasional Tbk.,14184000000,14184000000,0,0
DOID,Delta Dunia Makmur Tbk.,8619817982,8619817982,501600,374200
DPNS,Duta Pertiwi Nusantara Tbk.,331129952,331129952,0,0
DPUM,Dua Putra Utama Makmur Tbk.,4175000000,4175000000,0,0
DSFI,Dharma Samudera Fishing Industries Tbk.,1857135500,1857135500,0,0
DSNG,Dharma Satya Nusantara Tbk.,10599842400,10599842400,700,475000
DSSA,Dian Swastatika Sentosa Tbk,770552320,770552320,0,0
DUCK,Jaya Bersama Indo Tbk.,1283330000,1283330000,53100,3900
DUTI,Duta Pertiwi Tbk,1850000000,1850000000,0,0
DVLA,Darya-Varia Laboratoria Tbk.,1120000000,1120000000,0,0
DWGL,Dwi Guna Laksana Tbk.,8710289431,8710289431,0,2300
DYAN,Dyandra Media International Tbk.,4272964279,4272964279,0,0
EAST,Eastparc Hotel Tbk.,4126365990,4126365990,0,0
ECII,Electronic City Indonesia Tbk.,1334333000,1334333000,30100,0
EKAD,Ekadharma International Tbk.,698775000,698775000,0,0
ELSA,Elnusa Tbk.,7298500000,7298500000,4175000,2582100
ELTY,Bakrieland Development Tbk.,43521913019,43521913019,0,0
EMDE,Megapolitan Developments Tbk.,3350000000,3350000000,0,0
EMTK,Elang Mahkota Teknologi Tbk.,5642275242,5642275242,0,0
ENRG,Energi Mega Persada Tbk.,10342179272,10342179272,210000,0
ENVY,Envy Technologies Indonesia Tbk.,1800000000,1800000000,2157800,259300
EPMT,Enseval Putera Megatrading Tbk.,2708640000,2708640000,0,0
ERAA,Erajaya Swasembada Tbk.,3190000000,3190000000,168600,3297600
ERTX,Eratex Djaja Tbk.,1286539792,1286539792,0,0
ESIP,Sinergi Inti Plastindo Tbk.,640000000,640000000,0,0
ESSA,Surya Esa Perkasa Tbk.,14300000000,14300000000,0,500
ESTI,Ever Shine Tex Tbk.,2015208720,2015208720,0,0
ETWA,Eterindo Wahanatama Tbk,968297000,968297000,0,0
EXCL,XL Axiata Tbk.,10687960423,10687960423,2525200,3919000
FAST,Fast Food Indonesia Tbk.,1995138579,1995138579,7300,0
FASW,Fajar Surya Wisesa Tbk.,2477888787,2477888787,0,0
FILM,MD Pictures Tbk.,9511217000,9511217000,0,2250600
FINN,First Indo American Leasing Tbk.,1860225000,1860225000,0,0
FIRE,Alfa Energi Investama Tbk.,1475362946,1475362946,509600,188500
FISH,FKS Multi Agro Tbk.,480000000,480000000,0,0
FITT,Hotel Fitra International Tbk.,600000000,600000000,0,0
FMII,Fortune Mate Indonesia Tbk,2721000000,2721000000,0,0
FOOD,Sentra Food Indonesia Tbk.,650000000,650000000,0,0
FORU,Fortune Indonesia Tbk,465224000,465224000,0,0
FORZ,Forza Land Indonesia Tbk.,1984009887,1984009887,0,0
FPNI,Lotte Chemical Titan Tbk.,5566414000,5566414000,0,0
FREN,Smartfren Telecom Tbk.,217964239610,217964239610,40200,6426700
FUJI,Fuji Finance Indonesia Tbk.,1105000000,1105000000,0,0
GAMA,Gading Development Tbk.,10011027656,10011027656,0,0
GDST,Gunawan Dianjaya Steel Tbk.,9242500000,9242500000,0,0
GDYR,Goodyear Indonesia Tbk.,410000000,410000000,0,0
GEMA,Gema Grahasarana Tbk.,1600000000,1600000000,0,0
GEMS,Golden Energy Mines Tbk.,5882353000,5882353000,0,0
GGRM,Gudang Garam Tbk.,1924088000,1924088000,503714,445314
GGRP,Gunung Raja Paksi Tbk.,12111376157,12111376157,2700,0
GHON,Gihon Telekomunikasi Indonesia Tbk.,550000000,550000000,0,0
GIAA,Garuda Indonesia (Persero) Tbk.,25886576254,25886576254,1385400,4017900
GJTL,Gajah Tunggal Tbk.,3484800000,3484800000,2300000,581000
GLOB,Global Teleshop Tbk.,1111112000,1111112000,0,0
GLVA,Galva Technologies Tbk.,1500000000,1500000000,0,1000000
GMFI,Garuda Maintenance Facility Aero Asia Tb,28233511500,28233511500,0,0
GMTD,Gowa Makassar Tourism Development Tbk.,101538000,101538000,0,0
GOLD,Visi Telekomunikasi Infrastruktur Tbk.,1277276000,1277276000,0,0
GOLL,Golden Plantation Tbk.,3665000759,3665000759,0,0
GOOD,Garudafood Putra Putri Jaya Tbk.,7379580291,7379580291,0,0
GPRA,Perdana Gapuraprima Tbk.,4276655336,4276655336,0,0
GREN,Evergreen Invesco Tbk.,4694111791,4694111791,0,0
GSMF,Equity Development Investment Tbk.,7454723337,7454723337,0,0
GTBO,Garda Tujuh Buana Tbk,2500000000,2500000000,0,0
GWSA,Greenwood Sejahtera Tbk.,7800760000,7800760000,0,0
GZCO,Gozco Plantations Tbk.,6000000000,6000000000,0,0
HADE,Himalaya Energi Perkasa Tbk.,2120000000,2120000000,0,0
HDFA,Radana Bhaskara Finance Tbk.,6096972783,6096972783,0,0
HDIT,Hensel Davest Indonesia Tbk.,1524680000,1524680000,0,0
HDTX,Panasia Indo Resources Tbk.,3601462800,3601462800,0,0
HEAL,Medikaloka Hermina Tbk.,2973000000,2973000000,34300,20000
HELI,Jaya Trishindo Tbk.,819000000,819000000,0,0
HERO,Hero Supermarket Tbk.,4183634000,4183634000,0,0
HEXA,Hexindo Adiperkasa Tbk.,840000000,840000000,80000,80900
HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,7101084801,0,0
HKMU,HK Metals Utama Tbk.,3221750000,3221750000,9800,0
HMSP,H.M. Sampoerna Tbk.,116318076900,116318076900,8429740,11165140
HOKI,Buyung Poetra Sembada Tbk.,2378405500,2378405500,3100,318400
HOME,Hotel Mandarine Regency Tbk.,22212194782,22212194782,0,0
HOTL,Saraswati Griya Lestari Tbk.,3550001452,3550001452,6800,0
HRME,Menteng Heritage Realty Tbk.,5958750000,5958750000,45000,36000
HRTA,Hartadinata Abadi Tbk.,4605262400,4605262400,0,0
HRUM,Harum Energy Tbk.,2703620000,2703620000,44800,0
IATA,Indonesia Transport & Infrastructure Tbk,10697665114,10697665114,0,0
IBFN,Intan Baruprana Finance Tbk.,1517321249,1517321249,0,0
IBST,Inti Bangun Sejahtera Tbk.,1350904927,1350904927,0,0
ICBP,Indofood CBP Sukses Makmur Tbk.,11661908000,11661908000,2083500,493000
ICON,Island Concepts Indonesia Tbk.,1089750000,1089750000,0,0
IDPR,Indonesia Pondasi Raya Tbk.,2003000000,2003000000,0,0
IFII,Indonesia Fibreboard Industry Tbk.,9412000000,9412000000,3400,0
IFSH,Ifishdeco Tbk.,2125000000,2125000000,0,0
IGAR,Champion Pacific Indonesia Tbk.,972204500,972204500,5000,0
IIKP,Inti Agri Resources Tbk,33600000000,33600000000,0,0
IKAI,Intikeramik Alamasri Industri Tbk.,13305799387,13305799387,289300,0
IKBI,Sumi Indo Kabel Tbk.,1224000000,1224000000,0,0
IMAS,Indomobil Sukses Internasional Tbk.,2765278412,2765278412,300,0
IMJS,Indomobil Multi Jasa Tbk.,5769550000,5769550000,0,0
IMPC,Impack Pratama Industri Tbk.,4833500000,4833500000,0,0
INAF,Indofarma (Persero) Tbk.,3099267500,3099267500,10000,500
INAI,Indal Aluminium Industry Tbk.,633600000,633600000,0,0
INCF,Indo Komoditi Korpora Tbk.,1438370465,1438370465,0,0
INCI,Intanwijaya Internasional Tbk,196121237,196121237,0,0
INCO,Vale Indonesia Tbk.,9936338720,9936338720,1683700,114000
INDF,Indofood Sukses Makmur Tbk.,8780426500,8780426500,2316200,3277600
INDR,Indo-Rama Synthetics Tbk.,654351707,654351707,3000,5000
INDS,Indospring Tbk.,656249710,656249710,5200,0
INDX,Tanah Laut Tbk,437913588,437913588,0,0
INDY,Indika Energy Tbk.,5210192000,5210192000,286700,148300
INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,5470982941,684600,437700
INOV,Inocycle Technology Group Tbk.,1808221900,1808221900,0,0
INPC,Bank Artha Graha Internasional Tbk.,15638233267,15638233267,0,0
INPP,Indonesian Paradise Property Tbk.,11181971732,11181971732,0,0
INPS,Indah Prakasa Sentosa Tbk.,650000000,650000000,0,0
INRU,Toba Pulp Lestari Tbk.,1388883283,1388883283,0,0
INTA,Intraco Penta Tbk.,3339638262,3339638262,0,0
INTD,Inter Delta Tbk,591828000,591828000,0,0
INTP,Indocement Tunggal Prakarsa Tbk.,3681231699,3681231699,678700,738300
IPCC,Indonesia Kendaraan Terminal Tbk.,1818384820,1818384820,215600,15600
IPCM,Jasa Armada Indonesia Tbk.,5284811100,5284811100,0,0
IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,6443379509,0,1000
IPTV,MNC Vision Networks Tbk.,35224848184,35224848184,21426400,23207200
IRRA,Itama Ranoraya Tbk.,1600000000,1600000000,0,0
ISAT,Indosat Tbk.,5433933500,5433933500,1362900,934600
ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,7185992035,574700,0
ITIC,Indonesian Tobacco Tbk.,940720000,940720000,0,6100
ITMA,Sumber Energi Andalan Tbk.,870701000,870701000,0,0
ITMG,Indo Tambangraya Megah Tbk.,1129925000,1129925000,170300,458100
ITTG,Leo Investments Tbk.,1379000000,1379000000,0,0
JAST,Jasnita Telekomindo Tbk.,813626700,813626700,253800,0
JAWA,Jaya Agra Wattie Tbk.,3774685500,3774685500,0,0
JAYA,Armada Berjaya Trans Tbk.,375000105,375000105,0,29900
JECC,Jembo Cable Company Tbk.,151200000,151200000,0,0
JGLE,Graha Andrasentra Propertindo Tbk.,22581909405,22581909405,0,0
JIHD,Jakarta International Hotels & Developme,2329040482,2329040482,0,0
JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,16308519860,0,0
JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,150000000,0,0
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi T,1000000000,1000000000,0,0
JPFA,Japfa Comfeed Indonesia Tbk.,11726575201,11726575201,26714900,13453500
JRPT,Jaya Real Property Tbk.,13750000000,13750000000,8723300,6130000
JSKY,Sky Energy Indonesia Tbk.,2032540000,2032540000,35900,35900
JSMR,Jasa Marga (Persero) Tbk.,7257871200,7257871200,1223900,596300
JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,2318736000,0,0
JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,1713012500,0,0
KAEF,Kimia Farma (Persero) Tbk.,5554000000,5554000000,0,70600
KARW,ICTSI Jasa Prima Tbk.,587152700,587152700,0,0
KAYU,Darmi Bersaudara Tbk.,665000000,665000000,0,0
KBLI,KMI Wire & Cable Tbk.,4007235107,4007235107,1156400,50000
KBLM,Kabelindo Murni Tbk.,1120000000,1120000000,0,0
KBLV,First Media Tbk.,1742167907,1742167907,0,0
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,8687995734,0,0
KDSI,Kedawung Setia Industrial Tbk.,405000000,405000000,0,0
KEEN,Kencana Energi Lestari Tbk.,3666312500,3666312500,200,0
KEJU,Mulia Boga Raya Tbk.,1500000000,1500000000,2700,0
KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,14929100000,0,0
KICI,Kedaung Indah Can Tbk,276000000,276000000,0,0
KIJA,Kawasan Industri Jababeka Tbk.,20824888369,20824888369,91500,63000
KINO,Kino Indonesia Tbk.,1428571500,1428571500,92800,0
KIOS,Kioson Komersial Indonesia Tbk.,717239900,717239900,0,6800
KJEN,Krida Jaringan Nusantara Tbk.,500000000,500000000,0,0
KKGI,Resource Alam Indonesia Tbk.,5000000000,5000000000,0,51800
KLBF,Kalbe Farma Tbk.,46875122110,46875122110,15008300,5242900
KMTR,Kirana Megatara Tbk.,8215366379,8215366379,0,100
KOBX,Kobexindo Tractors Tbk.,2272500000,2272500000,0,0
KOIN,Kokoh Inti Arebama Tbk,980843732,980843732,38300,0
KONI,Perdana Bangun Pusaka Tbk,152000000,152000000,0,0
KOPI,Mitra Energi Persada Tbk.,697266668,697266668,0,0
KOTA,DMS Propertindo Tbk.,10488809600,10488809600,0,12400
KPAL,Steadfast Marine Tbk.,1069009400,1069009400,46200,0
KPAS,Cottonindo Ariesta Tbk.,768042782,768042782,0,0
KPIG,MNC Land Tbk.,80625726664,80625726664,10406300,10414200
KRAH,Grand Kartech Tbk.,971190000,971190000,0,0
KRAS,Krakatau Steel (Persero) Tbk.,19346396900,19346396900,47600,0
KREN,Kresna Graha Investama Tbk.,18208470100,18208470100,1068500,280700
LAND,Trimitra Propertindo Tbk.,2792620000,2792620000,1200,1200
LAPD,Leyand International Tbk.,3966350139,3966350139,0,0
LCGP,Eureka Prima Jakarta Tbk.,5630000914,5630000914,0,0
LCKM,LCK Global Kedaton Tbk.,1000000000,1000000000,3900,2000
LEAD,Logindo Samudramakmur Tbk.,4049616328,4049616328,0,0
LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,2100000000,2100000000,0,0
LINK,Link Net Tbk.,2863195484,2863195484,215900,95800
LION,Lion Metal Works Tbk.,520160000,520160000,0,0
LMAS,Limas Indonesia Makmur Tbk,787851525,787851525,70000,70000
LMPI,Langgeng Makmur Industri Tbk.,1008517669,1008517669,0,0
LMSH,Lionmesh Prima Tbk.,96000000,96000000,0,0
LPCK,Lippo Cikarang Tbk,2679600000,2679600000,513100,232400
LPGI,Lippo General Insurance Tbk.,150000000,150000000,0,0
LPIN,Multi Prima Sejahtera Tbk,425000000,425000000,0,0
LPKR,Lippo Karawaci Tbk.,70898018369,70898018369,10834380,6018800
LPLI,Star Pacific Tbk,1170432803,1170432803,0,0
LPPF,Matahari Department Store Tbk.,2804883280,2804883280,11177400,4129000
LPPS,Lippo Securities Tbk.,2588250000,2588250000,0,0
LRNA,Eka Sari Lorena Transport Tbk.,350000022,350000022,0,0
LSIP,PP London Sumatra Indonesia Tbk.,6822863965,6822863965,798200,3254400
LTLS,Lautan Luas Tbk.,1560000000,1560000000,20800,1000
LUCK,Sentral Mitra Informatika Tbk.,715749640,715749640,471300,0
MABA,Marga Abhinaya Abadi Tbk.,15365229912,15365229912,0,0
MAGP,Multi Agro Gemilang Plantation Tbk.,9000000004,9000000004,0,0
MAIN,Malindo Feedmill Tbk.,2238750000,2238750000,1153300,4100
