STK_CODE,STK_NAME,STK_LIST,STK_100PC,FORE_SELL,FORE_BUY
BOLT,Garuda Metalindo Tbk.,2343750000,2343750000,0,0
BOSS,Borneo Olah Sarana Sukses Tbk.,1400000000,1400000000,0,0
BPFI,Batavia Prosperindo Finance Tbk.,1782663575,1782663575,0,0
BPII,Batavia Prosperindo Internasional Tbk.,562224662,562224662,0,0
BPTR,Batavia Prosperindo Trans Tbk.,1550000000,1550000000,0,0
BRAM,Indo Kordsa Tbk.,450000000,450000000,0,0
BRIS,Bank BRIsyariah Tbk.,9618952363,9618952363,240800,0
BRMS,Bumi Resources Minerals Tbk.,62322456902,62322456902,0,120000
BRNA,Berlina Tbk.,979110000,979110000,100,0
BRPT,Barito Pacific Tbk.,89017255135,89017255135,58801157,73776900
BSDE,Bumi Serpong Damai Tbk.,19246696192,19246696192,561146952,318196273
BSIM,Bank Sinarmas Tbk.,17263895026,17263895026,0,0
BSSR,Baramulti Suksessarana Tbk.,2616500000,2616500000,0,0
BSWD,Bank Of India Indonesia Tbk.,1374912000,1374912000,0,0
BTEK,Bumi Teknokultura Unggul Tbk,46277496376,46277496376,0,0
BTEL,Bakrie Telecom Tbk.,36822665755,36822665755,0,0
BTON,Betonjaya Manunggal Tbk.,720000000,720000000,0,0
BTPN,Bank BTPN Tbk.,8065879461,8065879461,0,300
BTPS,Bank Tabungan Pensiunan Nasional Syariah,7626663000,7626663000,4708148,19361248
BUDI,Budi Starch & Sweetener Tbk.,4498997362,4498997362,1700,0
BUKK,Bukaka Teknik Utama Tbk.,2640452000,2640452000,0,1000
BULL,Buana Lintas Lautan Tbk.,11815246529,11815246529,24086100,203200
BUMI,Bumi Resources Tbk.,67154638252,67154638252,0,276100
BUVA,Bukit Uluwatu Villa Tbk.,6811269200,6811269200,26300,0
BVIC,Bank Victoria International Tbk.,8862427568,8862427568,0,0
BWPT,Eagle High Plantations Tbk.,31525291000,31525291000,13300,2064000
BYAN,Bayan Resources Tbk.,3333333500,3333333500,0,0
CAKK,Cahayaputra Asa Keramik Tbk.,1203300206,1203300206,0,0
CAMP,Campina Ice Cream Industry Tbk.,5885000000,5885000000,0,0
CANI,Capitol Nusantara Indonesia Tbk.,833440000,833440000,0,0
CARE,Metro Healthcare Indonesia Tbk.,33250000000,33250000000,127200,31400
CARS,Industri dan Perdagangan Bintraco Dharma,15000000000,15000000000,0,0
CASA,Capital Financial Indonesia Tbk.,54476243342,54476243342,24200,0
CASH,Cashlez Worldwide Indonesia Tbk.,1428004402,1428004402,0,0
CASS,Cardig Aero Services Tbk.,2086950000,2086950000,448700,300100
CBMF,Cahaya Bintang Medan Tbk.,1875000000,1875000000,0,0
CCSI,Communication Cable Systems Indonesia Tb,1000000000,1000000000,0,0
CEKA,Wilmar Cahaya Indonesia Tbk.,595000000,595000000,0,0
CENT,Centratama Telekomunikasi Indonesia Tbk.,31183464900,31183464900,707800,600000
CFIN,Clipan Finance Indonesia Tbk.,3984520457,3984520457,12500,0
CINT,Chitose Internasional Tbk.,1000000000,1000000000,0,0
CITA,Cita Mineral Investindo Tbk.,3960361250,3960361250,0,0
CITY,Natura City Developments Tbk.,5402681845,5402681845,0,0
CKRA,Cakra Mineral Tbk.,5106021090,5106021090,0,0
CLAY,Citra Putra Realty Tbk.,2570000000,2570000000,0,0
CLEO,Sariguna Primatirta Tbk.,12000000000,12000000000,0,95500
CLPI,Colorpak Indonesia Tbk.,306338500,306338500,0,0
CMNP,Citra Marga Nusaphala Persada Tbk.,3620831944,3620831944,0,0
CMPP,AirAsia Indonesia Tbk.,10685124441,10685124441,0,0
CNKO,Exploitasi Energi Indonesia Tbk.,8956361206,8956361206,0,0
CNTB,Saham Seri B ( Centex Tbk ),130000000,130000000,0,0
CNTX,Century Textile Industry Tbk.,70000000,70000000,0,0
COCO,Wahana Interfood Nusantara Tbk.,560243338,560243338,2000,1000
COWL,Cowell Development Tbk.,4871214021,4871214021,0,0
CPIN,Charoen Pokphand Indonesia Tbk,16398000000,16398000000,10878028,14700228
CPRI,Capri Nusa Satu Properti Tbk.,2433375005,2433375005,0,0
CPRO,Central Proteina Prima Tbk.,59572382787,59572382787,0,0
CSAP,Catur Sentosa Adiprana Tbk.,4458352920,4458352920,500000,400000
CSIS,Cahayasakti Investindo Sukses Tbk.,1307000000,1307000000,0,0
CSMI,Cipta Selera Murni Tbk.,816061500,816061500,0,0
CSRA,Cisadane Sawit Raya Tbk.,2050000000,2050000000,0,0
CTBN,Citra Tubindo Tbk.,800371500,800371500,0,0
CTRA,Ciputra Development Tbk.,18560303397,18560303397,7950600,23278700
CTTH,Citatah Tbk.,1230839821,1230839821,0,0
DADA,Diamond Citra Propertindo Tbk.,7177000000,7177000000,0,0
DART,Duta Anggada Realty Tbk.,3141390962,3141390962,0,0
DAYA,Duta Intidaya Tbk.,2420547025,2420547025,0,0
DEAL,Dewata Freightinternational Tbk.,1132748008,1132748008,0,0
DEFI,Danasupra Erapacific Tbk.,687266666,687266666,0,0
DEWA,Darma Henwa Tbk,21853733792,21853733792,0,0
DFAM,Dafam Property Indonesia Tbk.,1899599565,1899599565,0,0
DGIK,Nusa Konstruksi Enjiniring Tbk.,5541165000,5541165000,0,0
DIGI,Arkadia Digital Media Tbk.,325000000,325000000,0,0
DILD,Intiland Development Tbk.,10365854185,10365854185,0,0
DIVA,Distribusi Voucher Nusantara Tbk.,714285700,714285700,6500,275600
DKFT,Central Omega Resources Tbk.,5638246600,5638246600,0,0
DLTA,Delta Djakarta Tbk.,800659050,800659050,0,0
DMAS,Puradelta Lestari Tbk.,48198111100,48198111100,35953200,21978900
DMMX,Digital Mediatama Maxima Tbk.,7692307700,7692307700,5000,9204800
DMND,Diamond Food Indonesia Tbk.,9468359000,9468359000,600,0
DNAR,Bank Oke Indonesia Tbk.,8787562275,8787562275,0,0
DNET,Indoritel Makmur Internasional Tbk.,14184000000,14184000000,0,0
DOID,Delta Dunia Makmur Tbk.,8619817982,8619817982,178800,0
DPNS,Duta Pertiwi Nusantara Tbk.,331129952,331129952,0,0
DPUM,Dua Putra Utama Makmur Tbk.,4175000000,4175000000,0,0
DSFI,Dharma Samudera Fishing Industries Tbk.,1857135500,1857135500,0,0
DSNG,Dharma Satya Nusantara Tbk.,10599842400,10599842400,0,71000
DSSA,Dian Swastatika Sentosa Tbk,770552320,770552320,0,0
DUCK,Jaya Bersama Indo Tbk.,1283330000,1283330000,0,512200
DUTI,Duta Pertiwi Tbk,1850000000,1850000000,0,0
DVLA,Darya-Varia Laboratoria Tbk.,1120000000,1120000000,0,0
DWGL,Dwi Guna Laksana Tbk.,8710463631,8710463631,0,0
DYAN,Dyandra Media International Tbk.,4272964279,4272964279,0,0
EAST,Eastparc Hotel Tbk.,4126366095,4126366095,0,0
ECII,Electronic City Indonesia Tbk.,1334333000,1334333000,0,0
EKAD,Ekadharma International Tbk.,698775000,698775000,0,0
ELSA,Elnusa Tbk.,7298500000,7298500000,803000,151700
ELTY,Bakrieland Development Tbk.,43521913019,43521913019,0,0
EMDE,Megapolitan Developments Tbk.,3350000000,3350000000,0,0
EMTK,Elang Mahkota Teknologi Tbk.,5642275242,5642275242,80000,0
ENRG,Energi Mega Persada Tbk.,10342179272,10342179272,0,0
ENVY,Envy Technologies Indonesia Tbk.,1800000000,1800000000,18984600,7293600
EPMT,Enseval Putera Megatrading Tbk.,2708640000,2708640000,0,0
ERAA,Erajaya Swasembada Tbk.,3190000000,3190000000,1298900,3161900
ERTX,Eratex Djaja Tbk.,1286539792,1286539792,0,0
ESIP,Sinergi Inti Plastindo Tbk.,640000000,640000000,0,0
ESSA,Surya Esa Perkasa Tbk.,14300000000,14300000000,0,0
ESTA,Esta Multi Usaha Tbk.,630000000,630000000,0,0
ESTI,Ever Shine Tex Tbk.,2015208720,2015208720,0,0
ETWA,Eterindo Wahanatama Tbk,968297000,968297000,0,0
EXCL,XL Axiata Tbk.,10706012530,10706012530,15370000,23810939
FAST,Fast Food Indonesia Tbk.,3990277158,3990277158,80800,1500
FASW,Fajar Surya Wisesa Tbk.,2477888787,2477888787,0,0
FILM,MD Pictures Tbk.,9511217000,9511217000,36100,87700
FINN,First Indo American Leasing Tbk.,1860225000,1860225000,0,0
FIRE,Alfa Energi Investama Tbk.,1475363179,1475363179,4139700,333700
FISH,FKS Multi Agro Tbk.,480000000,480000000,0,0
FITT,Hotel Fitra International Tbk.,600000005,600000005,0,0
FMII,Fortune Mate Indonesia Tbk,2721000000,2721000000,0,0
FOOD,Sentra Food Indonesia Tbk.,650000000,650000000,0,0
FORU,Fortune Indonesia Tbk,465224000,465224000,0,0
FORZ,Forza Land Indonesia Tbk.,1984009887,1984009887,0,0
FPNI,Lotte Chemical Titan Tbk.,5566414000,5566414000,35000,277500
FREN,Smartfren Telecom Tbk.,217964240627,217964240627,148900,6600
FUJI,Fuji Finance Indonesia Tbk.,1105000000,1105000000,0,0
GAMA,Gading Development Tbk.,10011027656,10011027656,0,0
GDST,Gunawan Dianjaya Steel Tbk.,9242500000,9242500000,0,0
GDYR,Goodyear Indonesia Tbk.,410000000,410000000,5000,0
GEMA,Gema Grahasarana Tbk.,1600000000,1600000000,100,0
GEMS,Golden Energy Mines Tbk.,5882353000,5882353000,0,0
GGRM,Gudang Garam Tbk.,1924088000,1924088000,1721366,1628166
GGRP,Gunung Raja Paksi Tbk.,12111376157,12111376157,600,0
GHON,Gihon Telekomunikasi Indonesia Tbk.,550000000,550000000,0,0
GIAA,Garuda Indonesia (Persero) Tbk.,25886576254,25886576254,88800,262300
GJTL,Gajah Tunggal Tbk.,3484800000,3484800000,221800,395000
GLOB,Global Teleshop Tbk.,1111112000,1111112000,0,0
GLVA,Galva Technologies Tbk.,1500000000,1500000000,0,0
GMFI,Garuda Maintenance Facility Aero Asia Tb,28233511500,28233511500,0,0
GMTD,Gowa Makassar Tourism Development Tbk.,101538000,101538000,0,0
GOLD,Visi Telekomunikasi Infrastruktur Tbk.,1277276000,1277276000,0,0
GOLL,Golden Plantation Tbk.,3665000759,3665000759,0,0
GOOD,Garudafood Putra Putri Jaya Tbk.,7379580291,7379580291,0,0
GPRA,Perdana Gapuraprima Tbk.,4276655336,4276655336,266800,12400
GREN,Evergreen Invesco Tbk.,4694111791,4694111791,0,0
GSMF,Equity Development Investment Tbk.,7454723337,7454723337,0,0
GTBO,Garda Tujuh Buana Tbk,2500000000,2500000000,0,0
GWSA,Greenwood Sejahtera Tbk.,7800760000,7800760000,200,0
GZCO,Gozco Plantations Tbk.,6000000000,6000000000,0,0
HADE,Himalaya Energi Perkasa Tbk.,2120000000,2120000000,0,0
HDFA,Radana Bhaskara Finance Tbk.,6096972783,6096972783,0,0
HDIT,Hensel Davest Indonesia Tbk.,1524680000,1524680000,0,0
HDTX,Panasia Indo Resources Tbk.,3601462800,3601462800,0,0
HEAL,Medikaloka Hermina Tbk.,2973000000,2973000000,137700,107500
HELI,Jaya Trishindo Tbk.,819000005,819000005,0,0
HERO,Hero Supermarket Tbk.,4183634000,4183634000,1100,0
HEXA,Hexindo Adiperkasa Tbk.,840000000,840000000,37800,142200
HITS,Humpuss Intermoda Transportasi Tbk.,7101084801,7101084801,0,0
HKMU,HK Metals Utama Tbk.,3221750000,3221750000,0,1500000
HMSP,H.M. Sampoerna Tbk.,116318076900,116318076900,22104700,31232800
HOKI,Buyung Poetra Sembada Tbk.,2386305700,2386305700,10000,176000
HOME,Hotel Mandarine Regency Tbk.,22212194782,22212194782,0,0
HOTL,Saraswati Griya Lestari Tbk.,3550001452,3550001452,200,0
HRME,Menteng Heritage Realty Tbk.,5958750000,5958750000,0,0
HRTA,Hartadinata Abadi Tbk.,4605262400,4605262400,0,0
HRUM,Harum Energy Tbk.,2703620000,2703620000,10400,0
IATA,Indonesia Transport & Infrastructure Tbk,10697665114,10697665114,0,0
IBFN,Intan Baruprana Finance Tbk.,1517321249,1517321249,0,0
IBST,Inti Bangun Sejahtera Tbk.,1350904927,1350904927,0,0
ICBP,Indofood CBP Sukses Makmur Tbk.,11661908000,11661908000,35599120,29152530
ICON,Island Concepts Indonesia Tbk.,1089750000,1089750000,0,0
IDPR,Indonesia Pondasi Raya Tbk.,2003000000,2003000000,0,0
IFII,Indonesia Fibreboard Industry Tbk.,9412000000,9412000000,0,0
IFSH,Ifishdeco Tbk.,2125000000,2125000000,0,0
IGAR,Champion Pacific Indonesia Tbk.,972204500,972204500,0,0
IIKP,Inti Agri Resources Tbk,33600000000,33600000000,0,0
IKAI,Intikeramik Alamasri Industri Tbk.,13305799387,13305799387,0,0
IKAN,Era Mandiri Cemerlang Tbk.,833333000,833333000,0,0
IKBI,Sumi Indo Kabel Tbk.,1224000000,1224000000,0,0
IMAS,Indomobil Sukses Internasional Tbk.,2765278412,2765278412,0,0
IMJS,Indomobil Multi Jasa Tbk.,5769550000,5769550000,0,0
IMPC,Impack Pratama Industri Tbk.,4833500000,4833500000,0,0
INAF,Indofarma (Persero) Tbk.,3099267500,3099267500,11500,10800
INAI,Indal Aluminium Industry Tbk.,633600000,633600000,0,0
INCF,Indo Komoditi Korpora Tbk.,1438370465,1438370465,0,0
INCI,Intanwijaya Internasional Tbk,196121237,196121237,0,0
INCO,Vale Indonesia Tbk.,9936338720,9936338720,405675,1424975
INDF,Indofood Sukses Makmur Tbk.,8780426500,8780426500,33918700,36028000
INDO,Royalindo Investa Wijaya Tbk.,4309100000,4309100000,0,0
INDR,Indo-Rama Synthetics Tbk.,654351707,654351707,300,2500
INDS,Indospring Tbk.,656249710,656249710,6900,30100
INDX,Tanah Laut Tbk,437913588,437913588,0,0
INDY,Indika Energy Tbk.,5210192000,5210192000,18052400,7049400
INKP,Indah Kiat Pulp & Paper Tbk.,5470982941,5470982941,5069030,6019530
INOV,Inocycle Technology Group Tbk.,1808221900,1808221900,0,0
INPC,Bank Artha Graha Internasional Tbk.,15638233267,15638233267,0,0
INPP,Indonesian Paradise Property Tbk.,11181971732,11181971732,0,0
INPS,Indah Prakasa Sentosa Tbk.,650000000,650000000,1400,0
INRU,Toba Pulp Lestari Tbk.,1388883283,1388883283,0,0
INTA,Intraco Penta Tbk.,3340168574,3340168574,0,0
INTD,Inter Delta Tbk,591828000,591828000,0,0
INTP,Indocement Tunggal Prakarsa Tbk.,3681231699,3681231699,28409652,17868952
IPCC,Indonesia Kendaraan Terminal Tbk.,1818384820,1818384820,0,908000
IPCM,Jasa Armada Indonesia Tbk.,5284811100,5284811100,0,0
IPOL,Indopoly Swakarsa Industry Tbk.,6443379509,6443379509,0,0
IPTV,MNC Vision Networks Tbk.,37204625639,37204625639,9800000,10515600
IRRA,Itama Ranoraya Tbk.,1600000000,1600000000,0,0
ISAT,Indosat Tbk.,5433933500,5433933500,1295000,680200
ISSP,Steel Pipe Industry of Indonesia Tbk.,7185992035,7185992035,0,134200
ITIC,Indonesian Tobacco Tbk.,940720000,940720000,74600,3000
ITMA,Sumber Energi Andalan Tbk.,870701000,870701000,0,0
ITMG,Indo Tambangraya Megah Tbk.,1129925000,1129925000,1030600,379200
JAST,Jasnita Telekomindo Tbk.,813626700,813626700,5000100,60000
JAWA,Jaya Agra Wattie Tbk.,3774685500,3774685500,0,0
JAYA,Armada Berjaya Trans Tbk.,375000105,375000105,0,0
JECC,Jembo Cable Company Tbk.,151200000,151200000,0,0
JGLE,Graha Andrasentra Propertindo Tbk.,22581909405,22581909405,0,0
JIHD,Jakarta International Hotels & Developme,2329040482,2329040482,0,0
JKON,Jaya Konstruksi Manggala Pratama Tbk.,16308519860,16308519860,0,0
JKSW,Jakarta Kyoei Steel Works Tbk.,150000000,150000000,0,0
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi T,1000000000,1000000000,100,0
JPFA,Japfa Comfeed Indonesia Tbk.,11726575201,11726575201,20872800,17618500
JRPT,Jaya Real Property Tbk.,13750000000,13750000000,127100,0
JSKY,Sky Energy Indonesia Tbk.,2032540000,2032540000,0,0
JSMR,Jasa Marga (Persero) Tbk.,7257871200,7257871200,177855275,100940242
JSPT,Jakarta Setiabudi Internasional Tbk.,2318736000,2318736000,0,0
JTPE,Jasuindo Tiga Perkasa Tbk.,1713012500,1713012500,0,0
KAEF,Kimia Farma Tbk.,5554000000,5554000000,102700,84400
KARW,ICTSI Jasa Prima Tbk.,587152700,587152700,200,0
KAYU,Darmi Bersaudara Tbk.,665000000,665000000,0,0
KBAG,Karya Bersama Anugerah Tbk.,7150000000,7150000000,0,0
KBLI,KMI Wire & Cable Tbk.,4007235107,4007235107,0,0
KBLM,Kabelindo Murni Tbk.,1120000000,1120000000,38900,0
KBLV,First Media Tbk.,1742167907,1742167907,0,0
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,8687995734,8687995734,0,0
KDSI,Kedawung Setia Industrial Tbk.,405000000,405000000,0,0
KEEN,Kencana Energi Lestari Tbk.,3666312500,3666312500,0,0
KEJU,Mulia Boga Raya Tbk.,1500000000,1500000000,2500,2500
KIAS,Keramika Indonesia Assosiasi Tbk.,14929100000,14929100000,0,0
KICI,Kedaung Indah Can Tbk,276000000,276000000,0,0
KIJA,Kawasan Industri Jababeka Tbk.,20824888369,20824888369,0,153000
KINO,Kino Indonesia Tbk.,1428571500,1428571500,27400,0
KIOS,Kioson Komersial Indonesia Tbk.,717239900,717239900,0,0
KJEN,Krida Jaringan Nusantara Tbk.,500000000,500000000,0,0
KKGI,Resource Alam Indonesia Tbk.,5000000000,5000000000,0,0
KLBF,Kalbe Farma Tbk.,46875122110,46875122110,141741993,127683993
KMTR,Kirana Megatara Tbk.,8215366379,8215366379,0,300
KOBX,Kobexindo Tractors Tbk.,2272500000,2272500000,0,0
KOIN,Kokoh Inti Arebama Tbk,980843732,980843732,0,0
KONI,Perdana Bangun Pusaka Tbk,152000000,152000000,0,0
KOPI,Mitra Energi Persada Tbk.,697266668,697266668,0,0
KOTA,DMS Propertindo Tbk.,10541905602,10541905602,20000,20000
KPAL,Steadfast Marine Tbk.,1069009400,1069009400,150300,150300
KPAS,Cottonindo Ariesta Tbk.,768042882,768042882,0,0
KPIG,MNC Land Tbk.,80625726664,80625726664,16766200,43649400
KRAH,Grand Kartech Tbk.,971190000,971190000,0,0
KRAS,Krakatau Steel (Persero) Tbk.,19346396900,19346396900,100469898,1189900
KREN,Kresna Graha Investama Tbk.,18208470100,18208470100,61842434,25713300
LAND,Trimitra Propertindo Tbk.,2792620000,2792620000,0,0
LAPD,Leyand International Tbk.,3966350139,3966350139,0,0
LCGP,Eureka Prima Jakarta Tbk.,5630000914,5630000914,0,0
LCKM,LCK Global Kedaton Tbk.,1000000000,1000000000,0,0
LEAD,Logindo Samudramakmur Tbk.,4049616328,4049616328,0,0
LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,2100000000,2100000000,0,0
LINK,Link Net Tbk.,2863195484,2863195484,836700,616800
LION,Lion Metal Works Tbk.,520160000,520160000,0,0
